Tanggal,Komoditas,Provinsi,Harga
31/05/2022,Telur Ayam Ras,Gorontalo,28527.0
31/05/2022,Telur Ayam Ras,Sulawesi Barat,25500.0
31/05/2022,Telur Ayam Ras,Sulawesi Selatan,25060.0
31/05/2022,Telur Ayam Ras,Sulawesi Tengah,27405.0
31/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27509.0
31/05/2022,Telur Ayam Ras,Sulawesi Utara,28575.0
01/06/2022,Telur Ayam Ras,Gorontalo,28527.0
01/06/2022,Telur Ayam Ras,Sulawesi Barat,24083.0
01/06/2022,Telur Ayam Ras,Sulawesi Selatan,25081.0
01/06/2022,Telur Ayam Ras,Sulawesi Tengah,27288.0
01/06/2022,Telur Ayam Ras,Sulawesi Tenggara,27697.0
01/06/2022,Telur Ayam Ras,Sulawesi Utara,28761.0
02/06/2022,Telur Ayam Ras,Gorontalo,28774.0
02/06/2022,Telur Ayam Ras,Sulawesi Barat,24083.0
02/06/2022,Telur Ayam Ras,Sulawesi Selatan,24690.0
02/06/2022,Telur Ayam Ras,Sulawesi Tengah,27381.0
